Arguments_LongestWordLength,argDomanRatio,ArgUrlRatio,argPathRatio,ArgLen,avgdomaintokenlen,longdomaintokenlen,tld,delimeter_Domain,domainlength,domain_token_count,domain_digit_count,domain_letter_count,domainUrlRatio,Domain_LongestWordLength,Directory_DigitCount,Directory_LongestWordLength,Directory_LetterCount,Entropy_Afterpath,Entropy_Domain,Entropy_DirectoryName,Entropy_URL,Entropy_Filename,File_name_DigitCount,Filename_LetterCount,NumberofDotsinURL,NumberRate_Domain,NumberRate_FileName,NumberRate_URL,NumberRate_DirectoryName,avgpathtokenlen,pathLength,path_token_count,pathDomainRatio,pathurlRatio,Path_LongestWordLength,LongestPathTokenLength,delimeter_path,Query_LetterCount,Querylength,Query_DigitCount,SymbolCount_URL,SymbolCount_Domain,SymbolCount_FileName,SymbolCount_Afterpath,SymbolCount_Directoryname,urlLen,URL_Letter_Count,URL_DigitCount,delimeter_url,vowel_ratio_url,label
0.0,0.0,0.0,0.0,0.0,5.5,8.0,3.0,1.0,12.0,2.0,0.0,11.0,0.6,8.0,0.0,0.0,0.0,0.0,3.418295834054489,-0.0,3.7841837197791888,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,,1.0,0.0,0.08333333333333333,0.05,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,20.0,15.0,0.0,3.0,0.15,0.0
0.0,0.0,0.0,0.0,0.0,6.0,12.0,3.0,2.0,20.0,3.0,0.0,18.0,0.7142857142857143,12.0,0.0,0.0,0.0,0.0,3.546439344671015,-0.0,3.91379956460568,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,,1.0,0.0,0.05,0.03571428571428571,0.0,0.0,1.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,1.0,28.0,22.0,0.0,4.0,0.17857142857142858,0.0
0.0,0.0,0.0,0.0,0.0,5.0,9.0,3.0,2.0,17.0,3.0,0.0,15.0,0.6538461538461539,9.0,0.0,0.0,0.0,0.0,3.2639334294856344,-0.0,3.719294525666979,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,,1.0,0.0,0.058823529411764705,0.038461538461538464,0.0,0.0,1.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,1.0,26.0,20.0,0.0,4.0,0.15384615384615385,0.0
0.0,0.0,0.0,0.0,0.0,7.333333333333333,16.0,3.0,2.0,24.0,3.0,0.0,22.0,0.75,16.0,0.0,0.0,0.0,0.0,3.4387218755408675,-0.0,3.7150182662886326,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,,1.0,0.0,0.041666666666666664,0.03125,0.0,0.0,1.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,1.0,32.0,26.0,0.0,4.0,0.28125,0.0
0.0,0.0,0.0,0.0,0.0,10.0,17.0,3.0,1.0,21.0,2.0,0.0,20.0,0.7241379310344828,17.0,0.0,0.0,0.0,0.0,3.499227541723356,-0.0,3.7714370294611266,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,,1.0,0.0,0.047619047619047616,0.034482758620689655,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,29.0,24.0,0.0,3.0,0.2413793103448276,0.0
0.0,0.0,0.0,0.0,0.0,6.0,9.0,3.0,1.0,13.0,2.0,0.0,12.0,0.13402061855670103,9.0,8.0,8.0,53.0,0.0,2.5654483718208256,4.1886074853677835,4.461912866793673,0.0,0.0,0.0,1.0,0.0,,0.08247422680412371,0.10526315789473684,4.066666666666666,77.0,15.0,5.923076923076923,0.7938144329896907,8.0,8.0,16.0,0.0,0.0,0.0,20.0,1.0,0.0,0.0,15.0,97.0,69.0,8.0,18.0,0.25773195876288657,0.0
0.0,0.0,0.0,0.0,0.0,8.5,14.0,3.0,1.0,18.0,2.0,0.0,17.0,0.5625,14.0,0.0,4.0,4.0,0.0,3.3921472236645345,2.3219280948873626,3.8011085007312415,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,4.0,6.0,1.0,0.3333333333333333,0.1875,4.0,4.0,2.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,32.0,26.0,0.0,4.0,0.28125,0.0
0.0,0.0,0.0,0.0,0.0,4.666666666666667,8.0,3.0,2.0,16.0,3.0,0.0,14.0,0.34782608695652173,8.0,7.0,4.0,10.0,0.0,3.327819531114783,3.725650756112093,4.515637434826571,0.0,0.0,0.0,2.0,0.0,,0.15217391304347827,0.3333333333333333,4.25,22.0,4.0,1.375,0.4782608695652174,4.0,8.0,5.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,4.0,46.0,29.0,7.0,8.0,0.21739130434782608,0.0
0.0,0.0,0.0,0.0,0.0,8.333333333333334,19.0,3.0,2.0,27.0,3.0,0.0,25.0,0.75,19.0,0.0,0.0,0.0,0.0,3.708048150071232,-0.0,3.988554862192845,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,,1.0,0.0,0.037037037037037035,0.027777777777777776,0.0,0.0,1.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,1.0,36.0,30.0,0.0,4.0,0.25,0.0
0.0,0.0,0.0,0.0,0.0,2.5,3.0,2.0,1.0,6.0,2.0,0.0,5.0,0.06666666666666667,3.0,3.0,14.0,48.0,0.0,2.584962500721156,4.057595057410846,4.404213413559985,3.6835423624332306,0.0,18.0,1.0,0.0,0.0,0.03333333333333333,0.05172413793103448,8.625,77.0,8.0,12.833333333333334,0.8555555555555555,18.0,18.0,8.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,7.0,90.0,75.0,3.0,10.0,0.32222222222222224,0.0
0.0,0.0,0.0,,0.0,4.0,6.0,3.0,2.0,14.0,3.0,0.0,12.0,0.6363636363636364,6.0,0.0,0.0,0.0,0.0,3.039148671903071,0.0,3.7887549139935026,0.0,0.0,0.0,2.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,22.0,17.0,0.0,3.0,0.13636363636363635,0.0
0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,1.0,9.0,2.0,0.0,8.0,0.09473684210526316,6.0,0.0,8.0,57.0,0.0,2.725480556997868,4.0470813938584325,4.2748850215515,3.2516291673878226,0.0,10.0,2.0,0.0,0.0,0.0,0.0,8.875,79.0,8.0,8.777777777777779,0.8315789473684211,8.0,26.0,8.0,0.0,0.0,0.0,16.0,1.0,2.0,0.0,9.0,95.0,79.0,0.0,10.0,0.3894736842105263,0.0
0.0,0.0,0.0,0.0,0.0,6.0,12.0,3.0,2.0,20.0,3.0,0.0,18.0,0.7142857142857143,12.0,0.0,0.0,0.0,0.0,3.4464393446710155,-0.0,3.869331261111519,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,,1.0,0.0,0.05,0.03571428571428571,0.0,0.0,1.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,1.0,28.0,22.0,0.0,4.0,0.14285714285714285,0.0
0.0,0.0,0.0,0.0,0.0,5.5,8.0,3.0,1.0,12.0,2.0,0.0,11.0,0.13953488372093023,8.0,0.0,6.0,6.0,0.0,3.2516291673878226,2.807354922057604,4.284659341856454,4.004507456980912,0.0,49.0,2.0,0.0,0.0,0.0,0.0,4.583333333333333,67.0,12.0,5.583333333333333,0.7790697674418605,8.0,8.0,12.0,0.0,0.0,0.0,16.0,1.0,10.0,0.0,1.0,86.0,70.0,0.0,14.0,0.27906976744186046,0.0
0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,1.0,9.0,2.0,0.0,8.0,0.5294117647058824,6.0,0.0,0.0,0.0,0.0,3.169925001442312,-0.0,3.5724694587701364,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,,1.0,0.0,0.1111111111111111,0.058823529411764705,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,17.0,12.0,0.0,3.0,0.11764705882352941,0.0
0.0,0.0,0.0,0.0,0.0,6.333333333333333,13.0,3.0,2.0,21.0,3.0,0.0,19.0,0.7,13.0,0.0,0.0,0.0,0.0,3.46328051781081,-0.0,3.8729055953200566,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,,1.0,0.0,0.047619047619047616,0.03333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,1.0,30.0,24.0,0.0,4.0,0.23333333333333334,0.0
11.0,5.75,0.4726027397260274,1.2105263157894737,69.0,5.5,8.0,3.0,1.0,12.0,2.0,0.0,11.0,0.0821917808219178,8.0,0.0,7.0,7.0,4.481308065838527,3.084962500721156,2.5,5.041204558575087,4.297995052579129,25.0,22.0,11.0,0.0,0.5208333333333334,0.23972602739726026,0.0,18.0,57.0,3.0,4.75,0.3904109589041096,7.0,40.0,3.0,47.0,69.0,10.0,20.0,1.0,1.0,12.0,1.0,146.0,91.0,35.0,17.0,0.2054794520547945,0.0
11.0,2.2,0.19469026548672566,0.3055555555555556,22.0,4.5,6.0,3.0,1.0,10.0,2.0,0.0,9.0,0.08849557522123894,6.0,0.0,5.0,10.0,3.5503407095463877,2.8464393446710154,3.418295834054489,4.505298830837742,4.297068896452778,6.0,44.0,1.0,0.0,0.1016949152542373,0.05309734513274336,0.0,5.0,72.0,12.0,7.2,0.6371681415929203,7.0,12.0,12.0,20.0,22.0,0.0,19.0,1.0,9.0,2.0,2.0,113.0,88.0,6.0,17.0,0.2920353982300885,0.0
0.0,0.0,0.0,0.0,0.0,6.5,10.0,3.0,1.0,14.0,2.0,0.0,13.0,0.12280701754385964,10.0,0.0,6.0,10.0,0.0,3.3787834934861767,3.084962500721156,4.011341996875635,2.73691782425266,27.0,25.0,1.0,0.0,0.34177215189873417,0.23684210526315788,0.0,2.2142857142857144,92.0,28.0,6.571428571428571,0.8070175438596491,6.0,6.0,28.0,0.0,0.0,0.0,34.0,1.0,27.0,0.0,2.0,114.0,53.0,27.0,30.0,0.11403508771929824,0.0
0.0,0.0,0.0,0.0,0.0,5.666666666666667,11.0,3.0,2.0,19.0,3.0,0.0,17.0,0.7037037037037037,11.0,0.0,0.0,0.0,0.0,3.576617644908667,-0.0,3.930270372293455,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,,1.0,0.0,0.05263157894736842,0.037037037037037035,0.0,0.0,1.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,1.0,27.0,21.0,0.0,4.0,0.14814814814814814,0.0
0.0,0.0,0.0,0.0,0.0,9.666666666666666,23.0,3.0,2.0,31.0,3.0,0.0,29.0,0.7948717948717948,23.0,0.0,0.0,0.0,0.0,3.5145450044807234,-0.0,3.8459415653387197,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,,1.0,0.0,0.03225806451612903,0.02564102564102564,0.0,0.0,1.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,1.0,39.0,33.0,0.0,4.0,0.3076923076923077,0.0
11.0,6.5,0.7303370786516854,10.833333333333334,65.0,4.5,6.0,3.0,1.0,10.0,2.0,0.0,9.0,0.11235955056179775,6.0,0.0,0.0,0.0,4.0724436840406995,2.6464393446710153,-0.0,4.441084388136721,2.3219280948873626,0.0,5.0,1.0,0.0,0.0,0.0,0.0,5.0,6.0,1.0,0.6,0.06741573033707865,5.0,5.0,1.0,54.0,65.0,0.0,17.0,1.0,0.0,11.0,1.0,89.0,72.0,0.0,15.0,0.2808988764044944,0.0
6.0,10.090909090909092,0.8043478260869565,13.875,111.0,5.0,7.0,3.0,1.0,11.0,2.0,0.0,10.0,0.07971014492753623,7.0,0.0,0.0,0.0,4.141446663260324,3.0957952550009344,-0.0,4.385334856859213,2.5216406363433186,0.0,7.0,1.0,0.0,0.0,0.0,0.0,7.0,8.0,1.0,0.7272727272727273,0.057971014492753624,7.0,7.0,1.0,89.0,111.0,0.0,28.0,1.0,0.0,22.0,1.0,138.0,110.0,0.0,15.0,0.32608695652173914,0.0
0.0,0.0,0.0,0.0,0.0,4.5,6.0,3.0,1.0,10.0,2.0,0.0,9.0,0.0970873786407767,6.0,6.0,9.0,64.0,0.0,2.921928094887362,4.288113392684275,4.487574307174237,0.0,0.0,0.0,1.0,0.0,,0.05825242718446602,0.07058823529411765,4.666666666666667,86.0,15.0,8.6,0.8349514563106796,9.0,9.0,16.0,0.0,0.0,0.0,20.0,1.0,0.0,0.0,15.0,103.0,77.0,6.0,18.0,0.2621359223300971,0.0
0.0,0.0,0.0,0.0,0.0,3.6666666666666665,5.0,3.0,2.0,13.0,3.0,0.0,11.0,0.5909090909090909,5.0,0.0,0.0,0.0,0.0,3.0269868333592873,-0.0,3.538310595615006,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,,1.0,0.0,0.07692307692307693,0.045454545454545456,0.0,0.0,1.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,1.0,22.0,16.0,0.0,4.0,0.045454545454545456,0.0
0.0,0.0,0.0,0.0,0.0,5.0,7.0,3.0,1.0,11.0,2.0,0.0,10.0,0.11,7.0,0.0,13.0,69.0,0.0,3.2776134368191165,4.085092178240986,4.259960837866571,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,5.75,82.0,12.0,7.454545454545454,0.82,13.0,13.0,13.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,12.0,100.0,83.0,0.0,15.0,0.37,0.0
0.0,0.0,0.0,0.0,0.0,5.333333333333333,10.0,3.0,2.0,18.0,3.0,0.0,16.0,0.6666666666666666,10.0,0.0,0.0,0.0,0.0,3.3082708345352603,-0.0,3.9302703722934544,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,,1.0,0.0,0.05555555555555555,0.037037037037037035,0.0,0.0,1.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,1.0,27.0,21.0,0.0,4.0,0.1111111111111111,0.0
0.0,0.0,0.0,0.0,0.0,5.5,8.0,3.0,1.0,12.0,2.0,0.0,11.0,0.13043478260869565,8.0,4.0,8.0,56.0,0.0,3.2516291673878226,4.317727134271601,4.51528933850041,0.0,0.0,0.0,1.0,0.0,,0.043478260869565216,0.05555555555555555,5.0,73.0,12.0,6.083333333333333,0.7934782608695652,8.0,8.0,13.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,12.0,92.0,71.0,4.0,15.0,0.2608695652173913,0.0
0.0,0.0,0.0,0.0,0.0,6.333333333333333,13.0,3.0,2.0,21.0,3.0,0.0,19.0,0.7,13.0,0.0,0.0,0.0,0.0,3.4273334938982645,-0.0,3.781076011914607,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,,1.0,0.0,0.047619047619047616,0.03333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,1.0,30.0,24.0,0.0,4.0,0.23333333333333334,0.0
0.0,0.0,0.0,0.0,0.0,10.5,18.0,3.0,1.0,22.0,2.0,0.0,21.0,0.7096774193548387,18.0,0.0,0.0,0.0,0.0,3.42511855035714,-0.0,3.7843684875968617,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,,1.0,0.0,0.045454545454545456,0.03225806451612903,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,31.0,26.0,0.0,3.0,0.22580645161290322,0.0
0.0,0.0,0.0,0.0,0.0,6.333333333333333,13.0,3.0,2.0,21.0,3.0,0.0,19.0,0.7241379310344828,13.0,0.0,0.0,0.0,0.0,3.5585186130489053,-0.0,3.8143719431796272,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,,1.0,0.0,0.047619047619047616,0.034482758620689655,0.0,0.0,1.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,1.0,29.0,23.0,0.0,4.0,0.1724137931034483,0.0
0.0,0.0,0.0,0.0,0.0,5.0,9.0,3.0,2.0,17.0,3.0,0.0,15.0,0.68,9.0,0.0,0.0,0.0,0.0,3.4104172527605203,-0.0,3.913269689515107,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,,1.0,0.0,0.058823529411764705,0.04,0.0,0.0,1.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,1.0,25.0,19.0,0.0,4.0,0.2,0.0
6.0,1.7272727272727273,0.2087912087912088,0.3584905660377358,19.0,5.0,7.0,3.0,1.0,11.0,2.0,0.0,10.0,0.12087912087912088,7.0,0.0,6.0,6.0,3.4713544870139303,2.9139770731827523,2.807354922057604,5.037853778738721,4.550419141294113,4.0,33.0,2.0,0.0,0.08888888888888889,0.054945054945054944,0.0,5.375,53.0,8.0,4.818181818181818,0.5824175824175825,14.0,14.0,8.0,15.0,19.0,1.0,18.0,1.0,8.0,3.0,1.0,91.0,68.0,5.0,14.0,0.23076923076923078,0.0
0.0,0.6666666666666666,0.21818181818181817,0.75,12.0,5.333333333333333,10.0,3.0,2.0,18.0,3.0,0.0,16.0,0.32727272727272727,10.0,0.0,0.0,0.0,2.792481250360578,3.239097917988786,-0.0,4.287923977389793,3.5068905956085183,0.0,14.0,3.0,0.0,0.0,0.0,0.0,7.0,16.0,2.0,0.8888888888888888,0.2909090909090909,11.0,11.0,2.0,10.0,12.0,0.0,10.0,2.0,1.0,2.0,1.0,55.0,45.0,0.0,7.0,0.2727272727272727,0.0
0.0,0.0,0.0,0.0,0.0,4.0,6.0,3.0,2.0,14.0,3.0,0.0,12.0,0.6086956521739131,6.0,0.0,0.0,0.0,0.0,3.182005814760214,-0.0,3.7622673906514943,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,,1.0,0.0,0.07142857142857142,0.043478260869565216,0.0,0.0,1.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,1.0,23.0,17.0,0.0,4.0,0.08695652173913043,0.0
0.0,0.0,0.0,0.0,0.0,8.0,18.0,3.0,2.0,26.0,3.0,1.0,23.0,0.7027027027027027,3.0,0.0,2.0,2.0,0.0,3.796217602590056,1.584962500721156,4.046762824854522,0.0,0.0,0.0,2.0,0.038461538461538464,,0.02702702702702703,0.0,2.0,4.0,1.0,0.15384615384615385,0.10810810810810811,2.0,2.0,2.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,1.0,37.0,29.0,1.0,5.0,0.24324324324324326,0.0
0.0,0.0,0.0,0.0,0.0,5.0,7.0,3.0,1.0,11.0,2.0,0.0,10.0,0.55,7.0,0.0,0.0,0.0,0.0,3.0957952550009344,-0.0,3.7841837197791888,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,,1.0,0.0,0.09090909090909091,0.05,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,20.0,15.0,0.0,3.0,0.2,0.0
0.0,0.0,0.0,0.0,0.0,7.666666666666667,17.0,3.0,2.0,25.0,3.0,0.0,23.0,0.7352941176470589,17.0,0.0,0.0,0.0,0.0,3.673269689515108,-0.0,4.035273502696889,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,,1.0,0.0,0.04,0.029411764705882353,0.0,0.0,1.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,1.0,34.0,28.0,0.0,4.0,0.2647058823529412,0.0
0.0,0.0,0.0,0.0,0.0,7.333333333333333,16.0,3.0,2.0,24.0,3.0,0.0,22.0,0.7272727272727273,16.0,0.0,0.0,0.0,0.0,3.5739348962840563,-0.0,3.8391081341821707,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,,1.0,0.0,0.041666666666666664,0.030303030303030304,0.0,0.0,1.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,1.0,33.0,27.0,0.0,4.0,0.18181818181818182,0.0
0.0,0.0,0.0,0.0,0.0,6.0,9.0,3.0,1.0,13.0,2.0,0.0,12.0,0.5909090909090909,9.0,0.0,0.0,0.0,0.0,3.180832987205441,-0.0,3.572623663895163,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,,1.0,0.0,0.07692307692307693,0.045454545454545456,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,22.0,17.0,0.0,3.0,0.18181818181818182,0.0
0.0,0.0,0.0,0.0,0.0,5.666666666666667,11.0,3.0,2.0,19.0,3.0,0.0,17.0,0.6785714285714286,11.0,0.0,0.0,0.0,0.0,3.0761031709967224,-0.0,3.7709424217485368,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,,1.0,0.0,0.05263157894736842,0.03571428571428571,0.0,0.0,1.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,1.0,28.0,22.0,0.0,4.0,0.21428571428571427,0.0
